//Energy (Mev)   sigma_x (mm)  sigma_y (mm)
30	8.4	8.0
40	5.8	5.9
50	6.2	6.0
70	4.0	4.2
80	3.8	3.8
90	3.6	3.5
100	3.1	3.3
110	3.2	3.3
120	2.8	3.1
130	2.8	2.9
140	2.7	2.6
150	2.5	2.8
160	2.3	2.6
170	2.4	2.4
180	2.3	2.4
190	2.3	2.3
200	2.2	2.3
220	2.1	2.0
250	1.9	1.8
